perfume_id,brand,name,img_url,old_price,new_price,price_THB,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,,,THB,min_price,max_price,,,,
171,Milton Lloyd,Hawaii London,https://cdn3.shure-cosmetics.co.uk/images/P/SCS00456.jpg,51,23,762.22,55,EDT,Women,Floral,"Woody, Musk","Jasmine, Rose",4,hawas,4.2,9,,,,,,,,,
172,Lattafa,Khalis Pure Oudi,https://m.media-amazon.com/images/I/618qujHxcXL._AC_UL480_FMwebp_QL65_.jpg,68,37,1226.18,100,EDP,Unisex,Woody,"Amber, Cedar, Guaiac Wood, Musk, Vanilla","Jasmine, Sandalwood",4.3,noon,4.2,98.1K,,,,,,,,,
173,GUESS,Marciano,https://m.media-amazon.com/images/I/71Cvw7E+O0L._AC_UL480_FMwebp_QL65_.jpg,111,83.3,2760.562,100,EDP,Women,Citrus,"Vanilla, Musk, Woody","Floral Rhythm Of Peony, Pink Honeysuckle, Intensively Clean, Sweet Jasmine",4.4,Star.perfume,3.9,537,,,,,,,,,
174,DORALL COLLECTION,Oud Arabi,https://m.media-amazon.com/images/I/61rx4tkEHpL._AC_UL480_FMwebp_QL65_.jpg,11.35,11.35,376.139,100,PDT,Unisex,Woody,"Patchouli, Sandalwood, Musk, Amber","Oud, Rose, Guaiac wood, Jasmine",3.9,Princess of beauty,3.8,467,,,,,,,,,
175,COACH,Coach,,36,8.7,288.318,2,EDP,Women,Floral,"Cashmeran, Suede, Musk","Turkish Rose, Gardenia",4.8,top langri,3.7,347,,,,,,,,,
176,Mancera,Coco Vanille,https://m.media-amazon.com/images/I/51NcG2vdyAL._AC_UL480_FMwebp_QL65_.jpg,446,285,9444.9,120,EDP,Women,Vanilla,"White Musk, Woody, Vanilla","Jasmine, Ylang-Ylang, Tiare Flower",5,AMLAQ,3.9,135,,,,,,,,,
177,BURBERRY,Weekend,https://m.media-amazon.com/images/I/51Q1-9wbqYL._AC_UL480_FMwebp_QL65_.jpg,197,160,5302.4,100,EDP,Women,Oriental,"Violet Root, Iris, Nectarine, Peach Blossom, Rose Hip Red Cyclamen, Blue Hyacinth","Violet Root, Iris, Nectarine, Peach Blossom, Rose Hip Red Cyclamen, Blue Hyacinth",4.6,AMLAQ,3.9,135,,,,,,,,,
178,Estee Lauder,Private Collection,https://m.media-amazon.com/images/I/519wSQUyvfL._AC_UL480_FMwebp_QL65_.jpg,461,199.35,6606.459,50,EDP,Women,Floral,"Sandalwood, Heliotrope, Amber, Musk","Bulgarian Rose, Chrysanthemum, Reseda, Ylang-Ylang, Coriander",4.6,Rose Gallary,3.9,118,,,,,,,,,
179,Marbert,Man Pure,https://m.media-amazon.com/images/I/51ke4UK9eUL._AC_UL480_FMwebp_QL65_.jpg,114,54.7,1812.758,125,EDT,Men,Citrus,"Oakmoss, Cedar, Sandalwood, Amber, Musk","Geranium, Jasmine, Lily Of The Valley, Majorjam, Coriander, Nutmeg",4.9,Rayhanti,3.8,88,,,,,,,,,
180,AMOUAGE,Gold,https://m.media-amazon.com/images/I/61hel9cXcTL._AC_UL480_FMwebp_QL65_.jpg,1376,904.85,29986.729,100,EDP,Women,Woody,"Ambergris, Civet, Musk, Cedar, Sandalwood","Myrrh, Orris, Jasmine",4.4,Parvant Store,3.8,76,,,,,,,,,
181,Givenchy,Gentlemen Only,https://m.media-amazon.com/images/I/512BAU6YiKL._AC_UL480_FMwebp_QL65_.jpg,627,260,8616.4,100,EDT,Men,Woody,"Skin Accord, Tonka Bean","Cedar Wood, Patchouli Heart, Leather",4,Faces,3.9,61,,,,,,,,,
182,JAGUAR,Classic Amber,https://m.media-amazon.com/images/I/61drg9mZcjL._AC_UL480_FMwebp_QL65_.jpg,87,85,2816.9,100,EDT,Men,Arabian,"Cedar, Patchouli, Vanilla, Leather, Vetiver, Labdanum, Musk","Cinnamon,Black Pepper,Apple,Orange Blossoms, Elemi Resin",4.3,Abu Al Tayyeb Perfumes,3.9,33,,,,,,,,,
183,AIGNER,Debut,https://m.media-amazon.com/images/I/71UG0lIcFLL._AC_UL480_FMwebp_QL65_.jpg,220,143.75,4763.875,100,EDP,Women,Citrus,"Patchouli, Cedar, Vanilla, White Musk, Oakmoss","Luminous Orange Blossom, Water Lily, Jasmine, Sunflower Seed",4.5,noon,4.2,98.1K,,,,,,,,,
184,J.CASANOVA,Pandora,https://m.media-amazon.com/images/I/61Nd835FreL._AC_UL480_FMwebp_QL65_.jpg,142,88.95,2947.803,100,EDP,Women,Floral,"Cedar, Moss, Musk, Amber, Sandalwood","Lily-of-the-valley, Rose, Jasmine, Narcissus, Orchid",5,noon,4.2,98.1K,,,,,,,,,
185,Roberto Cavalli,Serpentine,https://m.media-amazon.com/images/I/51HQIBQnLkL._AC_UL480_FMwebp_QL65_.jpg,286,162.85,5396.849,100,EDP,Women,Arabian,"Tolu Balsam, Sandalwood, Amber","Violet Leaf, Tiare Flower, Pepper, Frangipani",4.4,noon,4.2,98.1K,,,,,,,,,
186,BVLGARI,Man in Black,https://m.media-amazon.com/images/I/61sO9xHNvZL._AC_UL480_FMwebp_QL65_.jpg,483,200.95,6659.483,100,EDP,Men,Woody,"Benzoin, Guaiac Wood, Tonka Bean","Iris, Leather, Tuberose",4.7,Star.perfume,3.9,537,,,,,,,,,
187,MONTBLANC,Lady Emblem,https://m.media-amazon.com/images/I/511L+wc5bJL._AC_UL480_FMwebp_QL65_.jpg,8.5,8.5,281.69,2,EDT,Men,Floral,"Vanilla, Amber, Musk, Patchouli","Jasmine, Geranium, Neroli, Ylang-Ylang",5,Queen Beauty,3.8,467,,,,,,,,,
188,LACOSTE,Touch Of Pink,https://m.media-amazon.com/images/I/61DzF+8Mp4L._AC_UL480_FMwebp_QL65_.jpg,249,90,2982.6,90,EDT,Women,Floral,"Sandalwood, Musk, Vanilla","Carrot Seeds, Coriander, Jasmine, Violet Leaf, Cardamom",5,Cute Shop,3.7,347,,,,,,,,,
189,BURBERRY,My Burberry Bl,,699,255.85,8478.869,90,EDT,Women,Floral,"Amber, Patchouli","Candied Rose, Peach Nectar",5,AMLAQ,3.9,135,,,,,,,,,
190,joop,Homme,https://m.media-amazon.com/images/I/613obTZYTCL._AC_UL480_FMwebp_QL65_.jpg,170,52.15,1728.251,75,EDT,Men,Citrus,"Sandalwood, Tonka Bean, Patchouli, Vanilla","Jasmine, Heliotrope, Lily-of-the-valley, Cardamom, Cinnamon",4.7,hadayiq baris,3.8,122,,,,,,,,,
191,TED LAPIDUS,Creation,https://m.media-amazon.com/images/I/71SjunzrIdL._AC_UL480_FMwebp_QL65_.jpg,101,50,1657,100,EDT,Women,Floral,"Jasmine, Rose, Tuberose, Carnation","Jasmine, Rose, Tuberose, Carnation",4.7,alkhalijiah perfume,3.5,88,,,,,,,,,
192,LOEWE,Esencia,https://m.media-amazon.com/images/I/61BAUoVu47L._AC_UL480_FMwebp_QL65_.jpg,230,219.9,7287.486,150,EDT,Men,Woody,"Tonka Bean,Leather,Sandalwood,Fir,Amber,Patchouli,Musk,Oakmoss,Vetiver,Cedar,Styrax","Clary Sage,Nutmeg,Basil,Jasmine,Neroli,Lily Of The Valley,Rose,Pine Tree Needles,Geranium,Black Currant",5,Y,3.5,75,,,,,,,,,
193,Benetton,Hot,https://m.media-amazon.com/images/I/51qvfKB+-yL._SX679_.jpg,124,29.85,989.229,100,EDT,Women,Fruity,"Sandalwood, Amber, Musk, Vanilla, Oakmoss, Cedar","Apricot, Iris, Water Jasmine, Lily Of The Valley",5,Beauty Gallery,3.7,59,,,,,,,,,
194,KORLOFF,In White,https://cdn.paris-avenues.com/image/cache/catalog/Product2/3760251870261-Korloff-In-White-Intense-Edp-88-Ml-2-1100x1100.jpg,100.15,100.15,3318.971,88,EDT,Men,Citrus,"Cashmeran, Cedar, Musk, Tonka Bean","Lavender, African Orange Flower, Clary Sage",4.8,noon,4.2,98.1K,,,,,,,,,
195,LACOSTE,Lacoste,หาไม่เจอ,310,98.95,3279.203,50,EDP,Women,Floral,"Cedar, Warm Woman Skin Accord, Sandal, Incense","Heliotrope, Jasmine In An Alliance with Hibiscus Blossom, Bulgarian Rose",4.6,noon,4.2,98.1K,,,,,,,,,
196,Sedr Al-Khaleej Perfumes,Love Touch,https://assets.goldenscent.com/catalog/product/g/o/golden_scent_sedr_alkhaleej_love_touch_for_women_100_ml_unisex_6287001951850_2.jpg,111,49.85,1652.029,100,EDP,Women,Fresh,"Woody, Leather, Musk","Tiare Flower, Rose",5,noon,4.2,98.1K,,,,,,,,,
197,BURBERRY,My Burberry Blush,https://image-optimizer-th.production.sephora-asia.net/images/product_images/closeup_1_Product_3614229829044-Burberry-BURBERRY-My-Burberry-Blush-Eau-de-Parfum-90ml-Updated_4c484a2fa4b76615abd565c511b9b0fca7a0bbd5_1676607953.png,699,199.9,6624.686,90,EDP,Women,Arabian,"Jasmine, Wisteria","Rose petals, Green apple, Geranium",4.5,noon,4.2,98.1K,,,,,,,,,
198,Lattafa,Rouat Al Oud,https://piimages.parfumo.de/0/6/80553_631d3b669c2f9e1c4105dd5286f91c14_rouat_al_oud.jpg,144,44.25,1466.445,100,EDP,Unisex,Spicy,"Cedar, Patchouli, Vetiver, Musk","Cardamom, Spicy Notes",4.3,noon,4.2,98.1K,,,,,,,,,
199,LANVIN,Rumeur,https://plummour.com/wp-content/uploads/2022/02/Rumeur-2-Rose-Lanvin-EDP-100ml-1.jpg,154,71,2352.94,100,EDP,Women,Floral,"Amber, Patchouli, Musk","Orange Blossom, Plum, Rose, Jasmine, Lily Of The Valley",5,top langri,3.7,347,,,,,,,,,
200,GUCCI,Oud,https://i5.walmartimages.com/asr/44c8eb90-ce4f-4e3c-a467-f4a82e19a227_1.fe8938d71ff9ecb5a35487cbe26d73e5.jpeg,690,380,12593.2,75,EDP,Women,Spicy,"Natural Oud Oil, Patchouli","Bulgarian Rose, Orange Flower",4.2,AMLAQ,3.9,135,,,,,,,,,
201,CHLOE,Love Story,https://assets.central.co.th//adobe/dynamicmedia/deliver/dm-aid--ff419049-ee73-45c4-a1ea-5e3121bfd7b1/chloe-chflovestoryedp75ml14-cds14521065-1.jpg?preferwebp=true&quality=85&width=550,383,237,7854.18,50,EDP,Men,Floral,"Sandalwood, Amber, Musk, Vetiver, Brazilian Rosewood","Coriander, Lily, Orange Blossom, Juniper Berries, Basil, Jasmine, Sage, Lily-of-the-valley, Geranium",4,hadayiq baris,3.8,122,,,,,,,,,
202,TED LAPIDUS,Rumba,https://m.media-amazon.com/images/I/51o-0NWm7ZL._SX679_.jpg,111,58,1922.12,100,EDT,Women,Floral,"Ambergris, Vanilla, Tonka Bean, patchouli, Musk, Sandalwood, Cedar, plum, styrax, Oakmoss","Honey, jasmine, tuberose, carnation, heliotrope, magnolia, gardenia lily of the valley, orchid, marigold, rose",3.3,hadayiq baris,3.8,122,,,,,,,,,
203,AMOUAGE,Honour,https://plummour.com/wp-content/uploads/2022/01/Amouage-Honour-Perfume-for-women-ddp-100ml-1.jpg,1607,710.95,23560.883,100,EDP,Women,Spicy,"Patchouli, Cedar, Vetiver, Frankincense, Musk, Tonka Bean","Geranium, Elemi, Nutmeg",5,rich&light,3.8,66,,,,,,,,,
204,Jimmy Choo,jimmy,,441,188.95,6261.803,100,EDP,Women,Floral,"Coffee, patchouli",Orchid,5,Faces,3.9,61,,,,,,,,,
205,Rasasi,Blue,https://m.media-amazon.com/images/I/41gWz7T2H1L._SX300_SY300_QL70_FMwebp_.jpg,53,35,1159.9,100,EDT,Men,Spicy,"Amber, Woody","Coriander, Geranium, Jasmine, Rose, Pepper",4.3,hawas,4.2,9,,,,,,,,,
206,Dunhill,Desire Silver,https://cdn.thebeautrium.com/image-product/B0028205.png,192,118.95,3942.003,100,EDT,Men,Floral,"Birch, Vetiver, Amber","Water Notes, Violet Leaf, Cardamom",5,noon,4.2,98.1K,,,,,,,,,
207,Calvin Klein,Euphoria Amber Gold,https://i.ebayimg.com/images/g/1okAAOSw5kthAqqR/s-l1600.webp,327,166,5501.24,100,EDP,Unisex,Arabian,"Lemon, Mint, Woody, Moss","Sandalwood, Cedar",5,noon,4.2,98.1K,,,,,,,,,
208,Britney Spears,Fantasy,https://m.media-amazon.com/images/I/81icCSZ8OzL._SX679_.jpg,189,89.95,2980.943,100,EDP,Women,Floral,"Musk, Orris Root, Sensual Woods","Cupcakes, White Chocolate Orchid, Jasmine Petals",5,noon,4.2,98.1K,,,,,,,,,
209,GUCCI,Guilty Absolute,https://assets.central.co.th//adobe/dynamicmedia/deliver/dm-aid--6198d188-3a41-4941-9f77-b50af5a99433/gucci-guiltyabsolutepourhommeeaudeparfum100ml-cds17260374-1.jpg?preferwebp=true&quality=85&width=550,515,299.85,9937.029,90,EDP,Men,Woody,"Woody, Vetiver","Patchouli, Cypress",4.3,noon,4.2,98.1K,,,,,,,,,
210,joop,Homme,https://plummour.com/wp-content/uploads/2021/06/JOOP-Homme-1.jpg,170,57,1888.98,125,EDT,Men,Citrus,"Patchouli, Sandalwood, Tonka Bean, Vanilla","Cardamom, cinnamon, heliotrope, jasmine, lily of the valley",4.2,Cute Shop,4.2,98,,,,,,,,,
211,GUESS,Guess Pink,https://m.media-amazon.com/images/I/61ciEmu9z3L._AC_SX679_.jpg,105,92.7,3072.078,75,EDP,Women,Fruity,"Amber, Oakmoss, Cedar","Peony, Magnolia, Freesia, Peach, Jasmine, Ylang Ylang, Lily Of The Valley",5,the beauty,4.1,538,,,,,,,,,
212,Calvin Klein,One Shock,https://plummour.com/wp-content/uploads/2021/06/Calvin-Klein-CK-One-Shock-Men-1.jpg,383,104.7,3469.758,200,EDT,Men,Spicy,"Vetiver, Sandalwood, Amber","Osmanthus, Black Pepper, Cardamom, Black Basil",5,AMLAQ,3.9,135,,,,,,,,,
213,Lancome,Idol,https://cdn.cosmostore.org/cache/front/shop/products/678/2066520/350x350.jpg,739,299,9908.86,50,EDP,Women,Floral,"White Musk, Vanilla","Turkish Rose, Rose De Mai Indian, Jasmine",5,hadayiq baris,3.8,122,,,,,,,,,
214,Dolce & Gabbana,The Only One 2,https://cdn.thebeautrium.com/image-product/B0048780.png,614,137.9,4570.006,100,EDP,Women,Floral,"Tonka Bean, Patchouli, Ambergris, Ambers","Red Rose, Violet, Coffee",4.3,hadayiq baris,3.8,122,,,,,,,,,
215,CARTIER,Declaration,https://fimgs.net/mdimg/perfume/375x500.307.jpg,390,240,7953.6,100,EDP,Men,Fruity,"Cedar, Leather, Amber, Benzoin, Balsam, Vetiver","Cardamom, Spices, Cumin",5,PARFUM.1990,3.6,111,,,,,,,,,
216,Marbert,Man,https://marbertshop.nl/cdn/shop/products/Marbert_man_eau_de_toilette_Shave_100.jpg?v=1618565421&width=1206,51.95,51.95,1721.623,125,EDT,Men,Woody,"Musk, Sandalwood, Patchouli, Oakmoss, Cedar, Amber, Leather","Geranium,Jasmine,Lily Of The Valley,Majorjam,Coriander,Nutmeg",5,neo lek,3.5,88,,,,,,,,,
217,Calvin Klein,One Shock,https://plummour.com/wp-content/uploads/2021/06/Calvin-Klein-CK-One-Shock-Men-1.jpg,176,106,3512.84,200,EDT,Men,Spicy,"Musk, Patchouli, Amber, Tobacco","Black Pepper, Lively Black Basil, Resinous Cardamom",5,Dior Fragrances,3.9,69,,,,,,,,,
218,UNITED COLORS OF BENETTON,Cold Silver,https://www.perfumesthailand.com/image/cache/data/1/Benetton-cold-silver-fragrance-300x300.jpg,72,29.35,972.659,100,EDT,Men,Fresh,"Silver Moss, Amber, Musk","Cardamom, Silver Sage, Driftwood",4.8,noon,4.2,98.1K,,,,,,,,,
219,Lancome,Miracle,https://www.lancome.co.th/dw/image/v2/BFZM_PRD/on/demandware.static/-/Sites-lancome-ng-master-catalog/default/dwf5c5bfd6/images/PACKSHOTS/FRAGRANCE/Miracle/00110-LAC-Parfum-Miracle/Lancome-Fragrance-Miracle-Eau-De-Parfum-100ml.jpg?sw=930&sh=930&sm=cut&sfrm=jpg&q=70,514,242,8019.88,100,EDP,Women,Arabian,"Amber, Musk, Jasmine","Magnolia, Ginger, Mandarin Orange, Pepper, Jasmine",5,Parfume-Stor,4.2,98,,,,,,,,,
220,CHOPARD,Rose Malaki,"https://objects-prod.cdn.chopard.com/q_auto,f_auto,dpr_2/c_pad,ar_1:1,w_1490,e_sharpen:60/ProductsAssets/Web/95201-0384_02.png",520,189.95,6294.943,80,EDP,Women,Spicy,"Cedar, Patchouli, Vanilla","Rose Absolu, Rose Petal Accord, Smoky Leather",4.3,noon,4.2,98.1K,,,,,,,,,
221,LACOSTE,Blanc Pour Homme,https://aromaexclusive.com/cdn/shop/files/lacoste-eau-l-12-12-blanc-pour-homme-edt-100ml.jpg?v=1717976226&width=533,356,95,3148.3,100,EDT,Men,Woody,"Leather, Suede, Cedar","Mexican Tuberose, Ylang-Ylang",5,Cute Shop,3.9,537,,,,,,,,,
222,JAGUAR,Classic Red,https://www.perfumesthailand.com/image/cache/data/1/jaguar-classic-red-300x300.jpg,64.95,64.95,2152.443,100,EDT,Men,Fruity,"Patchouli, Cedar, Amber, Tonka Bean, Vanilla","Jasmine, Pepper, Ozonic Notes",4.4,Star.perfume,3.9,537,,,,,,,,,
223,Lancome,La Vie Est Belle,https://i5.walmartimages.com/asr/3d994134-2478-495e-b5ea-2244fcf4871c_2.a3c248744c84d72028dbee26ccf6f239.jpeg,465,233.95,7753.103,50,EDP,Women,Floral,"Patchouli, Tonka Bean, Vanilla, Praline","Iris, jasmine, Orange Blossom",5,Grass gulf,3.9,537,,,,,,,,,
224,Givenchy,Dahlia Divin Nude,https://cdn.cosmostore.org/cache/front/shop/products/218/618076/350x350.jpg,549,300,9942,75,EDP,Women,Fresh,"Rose, Vanilla, Ginger","Pine, Cardamom, Lavender, Rosemary",4.5,Beautify,3.6,531,,,,,,,,,
225,Dolce & Gabbana,The One,https://cdn.thebeautrium.com/image-product/B0048323.png,299,190,6296.6,100,EDT,Men,Spicy,"Amber, Cedar","Cardamom, Ginger",4.7,hadayiq baris,3.8,122,,,,,,,,,
226,UNITED COLORS OF BENETTON,United Colors Of Benetton Hot,https://m.media-amazon.com/images/I/51qvfKB+-yL._SX679_.jpg,111,28,927.92,100,EDT,Men,Woody,"Sandalwood, Amber, Musk, Vanilla, Oakmoss, Cedar","Apricot, Iris, Water Jasmine, Lily-of-the-valley",4,Dior Fragrances,3.7,59,,,,,,,,,
227,UNITED COLORS OF BENETTON,Cold,https://m.media-amazon.com/images/I/61CAkhSjzsL._SX679_.jpg,70,27.2,901.408,100,EDT,Men,Spicy,"Patchouli, Vetiver, White Musk","Coriander, Lavender, Geranium",4.4,Perfume World Store,3.6,27,,,,,,,,,
228,CAROLINA HERRERA,Ch Men Sports,https://i5.walmartimages.com/seo/Carolina-Herrera-Ch-Sport-Eau-de-Toilette-Spray-for-Men-3-4-Ounce_bc771707-ae32-4867-8b74-25259e19af28.c493b2ac67e7d04ae47b8e38fa023778.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,285,115,3811.1,50,EDT,Men,Woody,"Sandalwood, Oakmoss, Vetiver","Sea Notes Mixed With Spices, Aromatic Accords ‚Äì Sichuan Pepper, Juniper Berries",4.3,Pink Box,4.2,7,,,,,,,,,
229,CHLOE,Nomade,https://cdn.thebeautrium.com/image-product/B0060084.png,557,290.1,9613.914,75,EDP,Women,Floral,"Oakmoss, Amber, Patchoulli, Sandalwood, White Musk","Freesia, Jasmine, Rose, Peach",4.6,noon,4.2,98.1K,,,,,,,,,
230,EMPORIO ARMANI,Stronger With You,https://cdn.thebeautrium.com/image-product/B0056101.png,518,154.8,5130.072,100,EDT,Unisex,Floral,"Chestnut, Vanilla, Musk",Sage,3.5,Beuatyone1,4.2,1.3K,,,,,,,,,
231,Mancera,Cedrat Boise,https://plummour.com/wp-content/uploads/2023/01/Cedrat-Boise-Mancera-Unisex-EDP-1.png,413,253,8384.42,120,EDP,Unisex,"Aromatic, Citrus","Leather, Oakmoss, Vanilla, Woody",Patchouli Leaves,5,Star.perfume,3.7,537,,,,,,,,,
232,Dunhill,Edition,https://cdn.cosmostore.org/cache/front/shop/products/197/522406/350x350.jpg,287,108.45,3594.033,100,EDT,Men,Spicy,"Vetiver, Sandalwood, Cedar, Tonka Bean","Carnation, Geranium, Jasmine, Clary Sage",4.6,AMLAQ,3.9,135,,,,,,,,,
233,CARTIER,Pasha Edition Noir,https://perfumestoreth.com/wp-content/uploads/2019/10/CARTIER-PASHA-DE-CARTIER-EDITION-NOIRE-EDT-FOR-MEN.jpg,478,198.55,6579.947,100,EDT,Men,Oriental,"Amber, Cedar","Warm, Cuddly Aromas",4.6,AMLAQ,3.9,135,,,,,,,,,
234,Givenchy,Blue Label,https://karismapelletteria.com/3441-large_default/perfume-givenchy-pour-homme-blue-label-eau-de-toilette-50-ml-spray.jpg,380,143.85,4767.189,100,EDT,Men,Spicy,"Cedar, Olibanum, Vetiver","Cardamom, Lavender, Pepper",4.8,hadayiq baris,3.8,122,,,,,,,,,
235,Dior,Joy,https://cdn.thebeautrium.com/image-product/B0043260.png,500,360,11930.4,90,EDP,Women,Woody,"Sandalwood, Cedar, Vanilla, Caramel, Musk, Woody","Jasmine, Rose, Muget, Freesia, Cinnamon",4,Golden Perfumesÿπÿ∑ÿ± ÿ£ÿµŸÑŸä 100 %,3.6,113,,,,,,,,,
236,LALIQUE,Encre Noire,https://m.media-amazon.com/images/I/71paKahIt0L._AC_SX522_.jpg,140,136,4507.04,100,EDT,Men,Woody,"Musk, Cashmere Wood","Haitian, Bourbon Vetiver",4.5,Abu Al Tayyeb Perfumes,3.6,76,,,,,,,,,
237,Calvin Klein,CK One,https://www.lmching.com/cdn/shop/files/calvin-klein-ck-one-eau-de-toilette-100ml-200ml-lmching-group-limited-1_1800x1800.png?v=1711091400,220,98,3247.72,100,EDT,Unisex,Citrus,"Sandalwood, Amber, Musk, Cedar, Oakmoss, Green Tea, Green Accord","Nutmeg, Violet, Orris Root, Lily-of-the-valley, Rose, Freesia, Jasmine",4.5,Spicebomb,3.8,66,,,,,,,,,
238,PACO RABANNE,Black XS,https://images-na.ssl-images-amazon.com/images/I/4156CGgNvUL.jpg,429,310,10273.4,100,EDT,Men,Woody,"Amber, Patchouli","Praline, Cinnamon",4.3,Parfume-Stor,3.9,61,,,,,,,,,
239,AZZARO,Pour Homme,https://m.media-amazon.com/images/I/41Hmv4tdOgL._SY445_SX342_QL70_FMwebp_.jpg,225,133,4407.62,100,EDT,Men,Woody,"Leather, Tonka Bean, Amber, Musk, Oakmoss","Sandalwood, juniper berries, patchouli, Vetiver, Cedar, cardamom",5,Instant,3.7,44,,,,,,,,,
240,CERRUTI 1881,Cerruti,https://s.cdnsbn.com/images/products/l/33133166106-1.jpg,117,117,3877.38,100,EDT,Men,Floral,"Musk, Sandalwood, Patchouli, Oakmoss, Cedar, Pepper, Pine Tree","Vetiver, Ylang-ylang, Rose, Lily-of-the-valley, Cassia",1,London store,3.7,23,,,,,,,,,
241,Rasasi,Relation,https://m.media-amazon.com/images/I/41yrJSrv60L._SX300_SY300_QL70_FMwebp_.jpg,126,55,1822.7,50,EDP,Women,Fresh,"Musk, Vanilla","Bulgarian Rose, Lilac, Jasmine",5,Willow flower,4.3,5,,,,,,,,,
242,ESCADA,Magnetism,https://m.media-amazon.com/images/I/71X45gSTqWL._SX522_.jpg,395,138.95,4604.803,75,EDP,Women,Arabian,"Sandalwood, Amber, Patchouli, Musk, Benzoin, Caramel, Vetiver, Vanilla","Magnolia, Iris, Green Leaves, Freesia, Basil, Jasmine, Caraway, Heliotrope, Lily-of-the-valley, Rose, Almond Blossom",5,noon,4.2,98.1K,,,,,,,,,
243,BOUCHERON,Pour Homme,https://m.media-amazon.com/images/I/61wArSxv6tL._AC_SX679_.jpg,340,165.7,5491.298,100,EDP,Men,Woody,"Patchouli, Sandalwood","Coriander, Basil",4.5,noon100% Genuine Product,4.2,98.1K,,,,,,,,,
244,DORALL COLLECTION,Eventful,https://i.ebayimg.com/images/g/XlYAAOSw7W5XOKZ5/s-l1600.webp,29,8.3,275.062,100,EDT,Women,Woody,Musk,"Rose, Ylang - Ylang",4.5,B.A.G,3.7,14.1K,,,,,,,,,
245,VERSACE,L'Homme,https://cdn.cosmostore.org/cache/front/shop/products/139/334816/350x350.jpg,185,145,4805.3,100,EDT,Men,Citrus,"Amber,Labdanum,Leather,Musk,Tonka Bean,Vanilla","Carnation,Cedar,Cinnamon,Jasmine,Patchouli,Rose,Sandalwood",4.2,AMLAQ,3.9,135,,,,,,,,,
246,ESCADA,Magnetism,,394,139.4,4619.716,75,EDP,Women,Arabian,"Sandalwood, Amber, Patchouli, Musk, Benzoin, Caramel, Vetiver, Vanilla","Magnolia, Iris, Green Leaves, Freesia, Basil, Jasmine, Caraway, Heliotrope, Lily-of-the-valley, Rose",4.9,AMLAQ,3.9,135,,,,,,,,,
247,DAVIDOFF,Cool Water,"https://static.beautytocare.com/cdn-cgi/image/width=1440,height=1200,f=auto/media/catalog/product//d/a/davidoff-cool-water-eau-de-toilette-200ml_1.jpg",360,76.95,2550.123,125,EDT,Men,Woody,"Amber, Cedar, Musk, Oakmoss, Tobacco","Geranium, Jasmine, Neroli, Sandalwood",4.5,hadayiq baris,3.8,122,,,,,,,,,
248,joop,Go,https://m.media-amazon.com/images/I/61b7WiXt8HL._SX522_.jpg,175,103.95,3444.903,100,EDT,Men,Fresh,"Musk, Balsam Fir","Cypress, Violet, Bourbon Geranium",4.4,Abu Al Tayyeb Perfumes,3.6,111,,,,,,,,,
249,Jacques Bogart,Silver Scent,https://m.media-amazon.com/images/I/41DJkaaWJGL.jpg,140,55,1822.7,100,EDT,Men,Arabian,"Vetiver, Litchi, Tonka Bean, Teak Wood","Cardamom, Rosemary, Nutmeg, Lavender, Coriander, Geranium",4.5,Lady Style,4.3,88,,,,,,,,,
250,Paris Hilton,Fairy Dust,https://m.media-amazon.com/images/I/51XSmYI41oL._SX300_SY300_QL70_FMwebp_.jpg,94,94,3115.16,100,EDP,Women,Floral,"Vanilla, Musk, Pacsuli","Peach,gardenia,lotus",3.7,fajr-perfume,3.8,23,,,,,,,,,
251,PRIVE,Windsor,https://laurenjayparis.co.uk/cdn/shop/files/WINDSORBLOOM2_1024x1024.webp?v=1713793343,39,29.95,992.543,100,EDP,Women,Fruity,"Vanilla, Blackberry, Amber","Jasmine, Magnalio, Orange Bloosm",3,VIP.PARFUME,4.1,5,,,,,,,,,
252,NARCISO RODRIGUEZ,Narciso,https://cdn.cosmostore.org/cache/front/shop/products/481/1444490/350x350.jpg,591,284.95,9443.243,90,EDP,Women,Floral,"Vetiver, Cedar Extract, Cedar","Musk, Gardenia, White Rose",5,noon,4.2,98.1K,,,,,,,,,
253,Jimmy Choo,jimmy,https://cdn.thebeautrium.com/image-product/B0022960.png,329,185,6130.9,100,EDT,Men,Fruity,"Amber, Patchouli, Suede","Geranium, Pineapple Leaf, Pink Pepper",4.4,Star.perfume,3.9,537,,,,,,,,,
254,MONTBLANC,Explorer,"https://img.kingpowerclick.com/cdn-cgi/image/format=auto/kingpower-com/image/upload/w_640,h_640/v1650605430/prod/949691-L1.jpg",12,9.5,314.83,2,EDP,Men,Woody,"Vetiver, Leather, Cedar","Patchouli, Mahonial, Ambrofix",4.8,Princess of beauty,3.8,467,,,,,,,,,
255,Calvin Klein,Euphoria,,268,127.25,4217.065,100,EDP,Men,Woody,"Black Violet, Amber, Mahogany, Cream Accords","Black Orchid, Champaca Flower",4.8,King-Perfume,3.6,450,,,,,,,,,
